"","gene_id","gene_name","seq_name","gene_biotype","description"
"11717","ENSDARG00000094796","","19","protein_coding","NULL"
"11718","ENSDARG00000018327","illr3","19","protein_coding","immune-related, lectin-like receptor 3 [Source:ZFIN;Acc:ZDB-GENE-050311-4]"
"11719","ENSDARG00000094882","illr2","19","protein_coding","immune-related, lectin-like receptor 2 [Source:ZFIN;Acc:ZDB-GENE-050311-3]"
"11720","ENSDARG00000063613","","19","protein_coding","NULL"
"11721","ENSDARG00000095424","","19","protein_coding","NULL"
"11722","ENSDARG00000071216","","19","protein_coding","NULL"
"11723","ENSDARG00000036912","edn1","19","protein_coding","endothelin 1 [Source:ZFIN;Acc:ZDB-GENE-000920-1]"
"11724","ENSDARG00000103658","HIVEP1","19","protein_coding","HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920]"
"11725","ENSDARG00000071205","TMEM170B","19","protein_coding","transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]"
"11726","ENSDARG00000095731","","19","antisense","NULL"
"11727","ENSDARG00000089878","nedd9","19","protein_coding","neural precursor cell expressed, developmentally down-regulated 9 [Source:ZFIN;Acc:ZDB-GENE-061013-318]"
"11728","ENSDARG00000089204","smim13","19","protein_coding","small integral membrane protein 13 [Source:NCBI gene (formerly Entrezgene);Acc:100190889]"
"11729","ENSDARG00000112881","","19","protein_coding","NULL"
"11730","ENSDARG00000099249","","19","lincRNA","NULL"
"11731","ENSDARG00000100539","btr22","19","protein_coding","bloodthirsty-related gene family, member 22 [Source:ZFIN;Acc:ZDB-GENE-080402-4]"
"11732","ENSDARG00000103618","btr18","19","protein_coding","bloodthirsty-related gene family, member 18 [Source:ZFIN;Acc:ZDB-GENE-080213-2]"
"11733","ENSDARG00000100450","","19","protein_coding","NULL"
"11734","ENSDARG00000104928","","19","unprocessed_pseudogene","NULL"
"11735","ENSDARG00000102992","btr20","19","protein_coding","bloodthirsty-related gene family, member 20 [Source:ZFIN;Acc:ZDB-GENE-060421-3419]"
"11736","ENSDARG00000102913","","19","protein_coding","NULL"
"11737","ENSDARG00000105283","","19","protein_coding","NULL"
"11738","ENSDARG00000100046","","19","protein_coding","NULL"
"11739","ENSDARG00000101034","zc3h12ab","19","protein_coding","zinc finger CCCH-type containing 12Ab [Source:ZFIN;Acc:ZDB-GENE-081031-82]"
"11740","ENSDARG00000104403","oscp1a","19","protein_coding","organic solute carrier partner 1a [Source:ZFIN;Acc:ZDB-GENE-080204-2]"
"11741","ENSDARG00000101222","LSM10","19","protein_coding","LSM10, U7 small nuclear RNA associated [Source:NCBI gene (formerly Entrezgene);Acc:100536270]"
"11743","ENSDARG00000100698","eva1bb","19","protein_coding","eva-1 homolog Bb (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-080204-108]"
"11744","ENSDARG00000098228","thrap3b","19","protein_coding","thyroid hormone receptor associated protein 3b [Source:ZFIN;Acc:ZDB-GENE-040516-9]"
"11745","ENSDARG00000089402","","19","protein_coding","NULL"
"11746","ENSDARG00000102533","","19","protein_coding","si:ch73-281i18.4 [Source:NCBI gene (formerly Entrezgene);Acc:100318116]"
"11747","ENSDARG00000103395","","19","protein_coding","NULL"
"11748","ENSDARG00000101490","","19","protein_coding","NULL"
"11749","ENSDARG00000104701","map7d1b","19","protein_coding","MAP7 domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-080215-23]"
"11750","ENSDARG00000113654","","19","protein_coding","NULL"
"11751","ENSDARG00000103765","stpg1","19","protein_coding","sperm-tail PG-rich repeat containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:100002345]"
"11752","ENSDARG00000101216","meaf6","19","protein_coding","MYST/Esa1-associated factor 6 [Source:ZFIN;Acc:ZDB-GENE-040808-12]"
"11753","ENSDARG00000099509","","19","protein_coding","NULL"
"11754","ENSDARG00000102143","","19","protein_coding","NULL"
"11755","ENSDARG00000102018","","19","protein_coding","bloodthirsty-related family, member 25 [Source:NCBI gene (formerly Entrezgene);Acc:571141]"
"11756","ENSDARG00000105241","","19","protein_coding","NULL"
"11757","ENSDARG00000100909","","19","protein_coding","NULL"
"11758","ENSDARG00000104315","fhl3b","19","protein_coding","four and a half LIM domains 3b [Source:ZFIN;Acc:ZDB-GENE-030131-8356]"
"11759","ENSDARG00000099049","rragcb","19","protein_coding","Ras-related GTP binding Cb [Source:ZFIN;Acc:ZDB-GENE-070705-380]"
"11760","ENSDARG00000099118","TRAPPC9","19","protein_coding","trafficking protein particle complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:30832]"
"11761","ENSDARG00000116004","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11762","ENSDARG00000103106","","19","protein_coding","NULL"
"11763","ENSDARG00000104563","kcnk9","19","protein_coding","potassium channel, subfamily K, member 9 [Source:ZFIN;Acc:ZDB-GENE-070705-260]"
"11764","ENSDARG00000112306","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11765","ENSDARG00000090098","mir30a","19","miRNA","microRNA 30a [Source:ZFIN;Acc:ZDB-MIRNAG-081210-16]"
"11766","ENSDARG00000116478","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11767","ENSDARG00000079654","","19","protein_coding","NULL"
"11768","ENSDARG00000084932","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11769","ENSDARG00000079310","","19","protein_coding","NULL"
"11770","ENSDARG00000075567","FBXL20","19","protein_coding","F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]"
"11771","ENSDARG00000063726","CDK12","19","protein_coding","cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]"
"11772","ENSDARG00000076280","ppp1r1b","19","protein_coding","protein phosphatase 1, regulatory (inhibitor) subunit 1B [Source:ZFIN;Acc:ZDB-GENE-120126-1]"
"11774","ENSDARG00000017809","stard3","19","protein_coding","StAR related lipid transfer domain containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:63998]"
"11775","ENSDARG00000011076","zgc:91968","19","protein_coding","zgc:91968 [Source:ZFIN;Acc:ZDB-GENE-040704-1]"
"11776","ENSDARG00000063535","chd4a","19","protein_coding","chromodomain helicase DNA binding protein 4a [Source:ZFIN;Acc:ZDB-GENE-041111-187]"
"11777","ENSDARG00000014287","eno2","19","protein_coding","enolase 2 [Source:ZFIN;Acc:ZDB-GENE-040704-27]"
"11778","ENSDARG00000097492","","19","antisense","NULL"
"11779","ENSDARG00000025012","tpi1a","19","protein_coding","triosephosphate isomerase 1a [Source:ZFIN;Acc:ZDB-GENE-020416-3]"
"11780","ENSDARG00000002696","gnb3b","19","protein_coding","guanine nucleotide binding protein (G protein), beta polypeptide 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2280]"
"11781","ENSDARG00000075545","","19","protein_coding","NULL"
"11782","ENSDARG00000000503","stx1b","19","protein_coding","syntaxin 1B [Source:ZFIN;Acc:ZDB-GENE-000330-4]"
"11783","ENSDARG00000001572","prf1.3","19","protein_coding","perforin 1.3 [Source:ZFIN;Acc:ZDB-GENE-060503-461]"
"11784","ENSDARG00000092359","","19","protein_coding","NULL"
"11785","ENSDARG00000059109","si:dkeyp-113d7.1","19","protein_coding","si:dkeyp-113d7.1 [Source:ZFIN;Acc:ZDB-GENE-030131-755]"
"11786","ENSDARG00000023082","","19","protein_coding","NULL"
"11787","ENSDARG00000090268","krt1-19e","19","protein_coding","keratin, type 1, 19e [Source:ZFIN;Acc:ZDB-GENE-050506-95]"
"11788","ENSDARG00000036834","krt92","19","protein_coding","keratin 92 [Source:ZFIN;Acc:ZDB-GENE-050417-363]"
"11789","ENSDARG00000036832","cyt1l","19","protein_coding","type I cytokeratin, enveloping layer, like [Source:ZFIN;Acc:ZDB-GENE-061026-4]"
"11790","ENSDARG00000092947","cyt1","19","protein_coding","type I cytokeratin, enveloping layer [Source:ZFIN;Acc:ZDB-GENE-991008-6]"
"11791","ENSDARG00000094041","krt17","19","protein_coding","keratin 17 [Source:ZFIN;Acc:ZDB-GENE-060503-86]"
"11792","ENSDARG00000036830","krt91","19","protein_coding","keratin 91 [Source:ZFIN;Acc:ZDB-GENE-040801-181]"
"11793","ENSDARG00000110208","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11794","ENSDARG00000012688","eif1","19","protein_coding","eukaryotic translation initiation factor 1 [Source:ZFIN;Acc:ZDB-GENE-030131-956]"
"11795","ENSDARG00000096336","","19","lincRNA","NULL"
"11796","ENSDARG00000059067","JUP","19","protein_coding","junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]"
"11797","ENSDARG00000006712","wipf2b","19","protein_coding","WAS/WASL interacting protein family, member 2b [Source:ZFIN;Acc:ZDB-GENE-040625-182]"
"11798","ENSDARG00000109567","ft2","19","protein_coding","alpha(1,3)fucosyltransferase gene 2 [Source:ZFIN;Acc:ZDB-GENE-990715-18]"
"11799","ENSDARG00000059056","ft1","19","protein_coding","alpha(1,3)fucosyltransferase gene 1 [Source:ZFIN;Acc:ZDB-GENE-990715-17]"
"11800","ENSDARG00000078547","si:ch211-264f5.2","19","protein_coding","si:ch211-264f5.2 [Source:ZFIN;Acc:ZDB-GENE-080303-2]"
"11801","ENSDARG00000059054","pdk2b","19","protein_coding","pyruvate dehydrogenase kinase 2b [Source:ZFIN;Acc:ZDB-GENE-040426-939]"
"11802","ENSDARG00000059049","zgc:174904","19","protein_coding","zgc:174904 [Source:ZFIN;Acc:ZDB-GENE-080204-76]"
"11803","ENSDARG00000092388","","19","antisense","NULL"
"11804","ENSDARG00000079372","","19","protein_coding","NULL"
"11805","ENSDARG00000110796","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11806","ENSDARG00000078151","","19","protein_coding","NULL"
"11807","ENSDARG00000110380","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11808","ENSDARG00000111980","","19","protein_coding","NULL"
"11809","ENSDARG00000029501","gsk3aa","19","protein_coding","glycogen synthase kinase 3 alpha a [Source:ZFIN;Acc:ZDB-GENE-060503-796]"
"11810","ENSDARG00000071150","","19","protein_coding","NULL"
"11811","ENSDARG00000111117","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11812","ENSDARG00000063417","erf","19","protein_coding","Ets2 repressor factor [Source:ZFIN;Acc:ZDB-GENE-010724-17]"
"11813","ENSDARG00000036816","POU2F2","19","protein_coding","POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]"
"11814","ENSDARG00000018259","atp1a3a","19","protein_coding","ATPase Na+/K+ transporting subunit alpha 3a [Source:ZFIN;Acc:ZDB-GENE-001212-7]"
"11815","ENSDARG00000063390","pvrl2l","19","protein_coding","PVR cell adhesion molecule related 2 like [Source:ZFIN;Acc:ZDB-GENE-060503-249]"
"11816","ENSDARG00000084373","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11817","ENSDARG00000040036","","19","protein_coding","NULL"
"11818","ENSDARG00000086931","","19","protein_coding","NULL"
"11819","ENSDARG00000099070","","19","protein_coding","NULL"
"11820","ENSDARG00000076134","","19","protein_coding","NULL"
"11821","ENSDARG00000087674","","19","protein_coding","NULL"
"11822","ENSDARG00000071097","","19","protein_coding","NULL"
"11823","ENSDARG00000089503","","19","protein_coding","NULL"
"11824","ENSDARG00000089953","","19","protein_coding","NULL"
"11825","ENSDARG00000001710","flot1a","19","protein_coding","flotillin 1a [Source:ZFIN;Acc:ZDB-GENE-020430-1]"
"11826","ENSDARG00000001015","znf384a","19","protein_coding","zinc finger protein 384 a [Source:ZFIN;Acc:ZDB-GENE-030616-498]"
"11827","ENSDARG00000001558","kifc1","19","protein_coding","kinesin family member C1 [Source:ZFIN;Acc:ZDB-GENE-000208-21]"
"11828","ENSDARG00000003251","zbtb22b","19","protein_coding","zinc finger and BTB domain containing 22b [Source:ZFIN;Acc:ZDB-GENE-010110-4]"
"11829","ENSDARG00000000729","daxx","19","protein_coding","death-domain associated protein [Source:ZFIN;Acc:ZDB-GENE-010110-3]"
"11830","ENSDARG00000110523","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11831","ENSDARG00000079402","","19","protein_coding","TAP binding protein (tapasin), tandem duplicate 1 [Source:NCBI gene (formerly Entrezgene);Acc:30163]"
"11832","ENSDARG00000092731","","19","protein_coding","NULL"
"11833","ENSDARG00000045011","tapbp.2","19","protein_coding","TAP binding protein (tapasin), tandem duplicate 2 [Source:NCBI gene (formerly Entrezgene);Acc:100034470]"
"11834","ENSDARG00000075963","mhc1uba","19","protein_coding","major histocompatibility complex class I UBA [Source:ZFIN;Acc:ZDB-GENE-990415-145]"
"11835","ENSDARG00000001303","psmb8a","19","protein_coding","proteasome 20S subunit beta 8A [Source:ZFIN;Acc:ZDB-GENE-990415-141]"
"11836","ENSDARG00000001656","psmb13a","19","protein_coding","proteasome 20S subunit beta 13a [Source:ZFIN;Acc:ZDB-GENE-001208-2]"
"11837","ENSDARG00000031885","psmb12","19","protein_coding","proteasome 20S subunit beta 12 [Source:ZFIN;Acc:ZDB-GENE-001208-1]"
"11838","ENSDARG00000000656","psmb9a","19","protein_coding","proteasome 20S subunit beta 9a [Source:ZFIN;Acc:ZDB-GENE-990415-140]"
"11839","ENSDARG00000036787","tap2a","19","protein_coding","transporter associated with antigen processing, subunit type a [Source:ZFIN;Acc:ZDB-GENE-030616-245]"
"11840","ENSDARG00000022280","brd2a","19","protein_coding","bromodomain containing 2a [Source:ZFIN;Acc:ZDB-GENE-990415-248]"
"11841","ENSDARG00000001169","hsd17b8","19","protein_coding","hydroxysteroid (17-beta) dehydrogenase 8 [Source:ZFIN;Acc:ZDB-GENE-010110-1]"
"11842","ENSDARG00000012422","col11a2","19","protein_coding","collagen, type XI, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-000208-23]"
"11843","ENSDARG00000109804","","19","protein_coding","NULL"
"11844","ENSDARG00000093755","","19","antisense","NULL"
"11845","ENSDARG00000078954","rxrba","19","protein_coding","retinoid x receptor, beta a [Source:NCBI gene (formerly Entrezgene);Acc:30530]"
"11846","ENSDARG00000016721","sdha","19","protein_coding","succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:NCBI gene (formerly Entrezgene);Acc:393884]"
"11847","ENSDARG00000008946","ccdc127b","19","protein_coding","coiled-coil domain containing 127b [Source:ZFIN;Acc:ZDB-GENE-060503-656]"
"11848","ENSDARG00000063319","SQLE","19","protein_coding","squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]"
"11849","ENSDARG00000107337","","19","miRNA","NULL"
"11850","ENSDARG00000063310","oxr1b","19","protein_coding","oxidation resistance 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2438]"
"11851","ENSDARG00000058806","naxe","19","protein_coding","NAD(P)HX epimerase [Source:ZFIN;Acc:ZDB-GENE-040718-362]"
"11852","ENSDARG00000058800","rab25a","19","protein_coding","RAB25, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-041212-69]"
"11853","ENSDARG00000018574","sf3b4","19","protein_coding","splicing factor 3b, subunit 4 [Source:ZFIN;Acc:ZDB-GENE-020419-22]"
"11854","ENSDARG00000007943","gabpb2a","19","protein_coding","GA binding protein transcription factor subunit beta 2a [Source:ZFIN;Acc:ZDB-GENE-030131-5733]"
"11855","ENSDARG00000071026","mllt11","19","protein_coding","MLLT11 transcription factor 7 cofactor [Source:NCBI gene (formerly Entrezgene);Acc:563531]"
"11856","ENSDARG00000004866","mindy1","19","protein_coding","MINDY lysine 48 deubiquitinase 1 [Source:ZFIN;Acc:ZDB-GENE-070717-2]"
"11857","ENSDARG00000106283","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11858","ENSDARG00000063258","","19","protein_coding","NULL"
"11859","ENSDARG00000112968","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11860","ENSDARG00000019222","mrpl24","19","protein_coding","mitochondrial ribosomal protein L24 [Source:ZFIN;Acc:ZDB-GENE-040718-98]"
"11861","ENSDARG00000095692","","19","antisense","NULL"
"11862","ENSDARG00000063252","prcc","19","protein_coding","proline rich mitotic checkpoint control factor [Source:ZFIN;Acc:ZDB-GENE-070717-1]"
"11863","ENSDARG00000063249","mrpl9","19","protein_coding","mitochondrial ribosomal protein L9 [Source:ZFIN;Acc:ZDB-GENE-070717-4]"
"11864","ENSDARG00000063244","lix1l","19","protein_coding","limb and CNS expressed 1 like [Source:ZFIN;Acc:ZDB-GENE-060503-777]"
"11865","ENSDARG00000071015","","19","protein_coding","NULL"
"11866","ENSDARG00000095056","","19","antisense","NULL"
"11867","ENSDARG00000096369","","19","antisense","NULL"
"11868","ENSDARG00000093628","s100a11","19","protein_coding","S100 calcium binding protein A11 [Source:ZFIN;Acc:ZDB-GENE-070717-5]"
"11869","ENSDARG00000071014","s100u","19","protein_coding","S100 calcium binding protein U [Source:ZFIN;Acc:ZDB-GENE-030131-3121]"
"11870","ENSDARG00000036773","s100s","19","protein_coding","S100 calcium binding protein S [Source:ZFIN;Acc:ZDB-GENE-040822-31]"
"11871","ENSDARG00000036772","pygo2","19","protein_coding","pygopus homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-050809-108]"
"11872","ENSDARG00000058690","cgnb","19","protein_coding","cingulin b [Source:NCBI gene (formerly Entrezgene);Acc:100005752]"
"11873","ENSDARG00000036767","","19","protein_coding","NULL"
"11874","ENSDARG00000058685","","19","protein_coding","NULL"
"11875","ENSDARG00000071010","tuft1b","19","protein_coding","tuftelin 1b [Source:ZFIN;Acc:ZDB-GENE-060503-150]"
"11876","ENSDARG00000063219","ubap2l","19","protein_coding","ubiquitin associated protein 2-like [Source:ZFIN;Acc:ZDB-GENE-060503-244]"
"11877","ENSDARG00000036764","hax1","19","protein_coding","HCLS1 associated protein X-1 [Source:ZFIN;Acc:ZDB-GENE-040718-26]"
"11878","ENSDARG00000058678","aqp10b","19","protein_coding","aquaporin 10b [Source:ZFIN;Acc:ZDB-GENE-060503-57]"
"11879","ENSDARG00000019299","znf687b","19","protein_coding","zinc finger protein 687b [Source:ZFIN;Acc:ZDB-GENE-041111-214]"
"11880","ENSDARG00000083576","","19","snoRNA","NULL"
"11881","ENSDARG00000007971","cks1b","19","protein_coding","CDC28 protein kinase regulatory subunit 1B [Source:ZFIN;Acc:ZDB-GENE-040801-112]"
"11882","ENSDARG00000071001","","19","protein_coding","NULL"
"11883","ENSDARG00000092878","","19","protein_coding","NULL"
"11884","ENSDARG00000091951","nuggc.2","19","protein_coding","nuclear GTPase, germinal center associated, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-060503-185]"
"11885","ENSDARG00000058672","nuggc.3","19","protein_coding","nuclear GTPase, germinal center associated, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-061207-67]"
"11886","ENSDARG00000092728","si:dkey-266f7.4","19","protein_coding","si:dkey-266f7.4 [Source:ZFIN;Acc:ZDB-GENE-070705-436]"
"11887","ENSDARG00000094886","si:dkey-266f7.5","19","protein_coding","si:dkey-266f7.5 [Source:ZFIN;Acc:ZDB-GENE-070705-437]"
"11888","ENSDARG00000086613","","19","protein_coding","NULL"
"11889","ENSDARG00000105592","","19","lincRNA","NULL"
"11890","ENSDARG00000075958","si:dkey-266f7.9","19","protein_coding","si:dkey-266f7.9 [Source:ZFIN;Acc:ZDB-GENE-070705-440]"
"11891","ENSDARG00000014675","","19","protein_coding","NULL"
"11892","ENSDARG00000107213","5S_rRNA","19","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"11893","ENSDARG00000030326","efna1a","19","protein_coding","ephrin-A1a [Source:ZFIN;Acc:ZDB-GENE-040426-1135]"
"11894","ENSDARG00000037425","s100a10a","19","protein_coding","S100 calcium binding protein A10a [Source:ZFIN;Acc:ZDB-GENE-041010-35]"
"11895","ENSDARG00000058650","dpm3","19","protein_coding","dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:ZFIN;Acc:ZDB-GENE-040426-1782]"
"11896","ENSDARG00000058649","trim46b","19","protein_coding","tripartite motif containing 46b [Source:ZFIN;Acc:ZDB-GENE-060503-466]"
